screen_name,created_at,text,retweet_count,favorite_count,in_reply_to_screen_name,retweeted_status_screen_name,user_description,source,lang,id
seattletimes,2020-05-17T06:07:33Z,"Mr. Roberts grew up in Portland, where he went to Parkrose High School. He played baseball at Willamette University in Salem and later got his master’s degree at Lewis &amp; Clark College in Portland. https://t.co/DCcIyqfa0Q",5,12,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261901149000601600
seattletimes,2020-05-17T05:49:37Z,Dozens of babies born into Ukraine’s booming surrogate motherhood business have become marooned in the country as their biological parents in the United States and other countries cannot travel to retrieve them after birth. https://t.co/nj7hUw3it6,12,12,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261896634503434241
seattletimes,2020-05-17T05:33:30Z,Foursomes of non-related golfers are now allowed to play together at Washington courses after Gov. Jay Inslee released new updates to the guidelines for reopening golf courses. https://t.co/kQfzlll9z6,13,61,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261892579966287872
seattletimes,2020-05-17T05:08:12Z,"Director Lynn Shelton was well respected and admired by the people she worked with over the years, who took to social media on Saturday to remember the Seattle native as a ""gem"" whose best work was ahead of her. https://t.co/VMOQS20Nbj",14,30,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261886210768801793
seattletimes,2020-05-17T04:52:01Z,"Local filmmaker Lynn Shelton, whose naturalistic films of delicate human comedy included ""Your Sister's Sister,"" ""Humpday"" and ""Laggies,"" died Friday at the age of 54. https://t.co/nL7wO3tiHM",5,23,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261882139013939202
seattletimes,2020-05-17T04:35:25Z,"An employee of Seattle-based Trident Seafoods, tested while undergoing a quarantine, is the first person confirmed to be positive for COVID-19 in Dillingham, Alaska, a Bristol Bay community. https://t.co/yJZIaXss1L",15,16,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261877961889845248
seattletimes,2020-05-17T04:18:49Z,"Among the study's goals is figuring out why some people develop symptoms and others do not, and whether people can be infected again after recovering from COVID-19. https://t.co/7PVJtY4DYu",10,37,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261873784811905026
seattletimes,2020-05-17T03:56:11Z,"Charlie Brown, a longtime morning DJ at KJR-AM and KUBE-FM in Seattle, died May 11 from complications related to Parkinson's disease. https://t.co/HrLK0uOrDK",6,27,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261868090826076161
seattletimes,2020-05-17T03:29:13Z,There are many local organizations and efforts providing support for people whose livelihoods are threatened by the coronavirus pandemic. Here's how you can help.  https://t.co/34mhTZlfpD,8,7,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261861303498522624
seattletimes,2020-05-17T03:04:56Z,"Just days after announcing it would end hazard “hero” pay to front-line workers, Kroger says it will give them extra “thank you” bonuses, the Cincinnati Enquirer reports. https://t.co/UMC2rdB5uR",3,14,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261855193387458560
seattletimes,2020-05-17T02:44:48Z,"Eight more sailors aboard the USS Theodore Roosevelt have tested positive again for the coronavirus, raising to 13 the number who appear to have become infected a second time while serving aboard the sidelined aircraft carrier. https://t.co/mYLTzyoa2I",21,25,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261850125019865089
seattletimes,2020-05-17T02:19:22Z,Here are five highlights from Seattle filmmaker Lynn Shelton's career — most of them filmed in Seattle — and where to stream them. https://t.co/Jb3wZrltoS,13,29,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261843723752812546
seattletimes,2020-05-17T01:50:04Z,"Fraudster rats see opportunities to target us in these uncertain times. Here are their most popular schemes and how we can protect ourselves. The roundup includes tips on websites, calls, emails, texts and our homes (now offices). https://t.co/n6iF4sUL7T",8,7,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261836349059072000
seattletimes,2020-05-17T01:32:33Z,"As the state unemployment system gets flooded, fraudsters have been siphoning off a portion of the benefits by filing phony claims using other people's names. Here's what you should do if someone uses your information to file a phony unemployment claim. https://t.co/L1GuinvSbA",10,13,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261831943353704448
seattletimes,2020-05-17T01:13:12Z,"Director Lynn Shelton was well respected and admired by the people she worked with over the years, who took to social media on Saturday to remember the Seattle native as a ""gem"" whose best work was ahead of her. https://t.co/kmkCbJYZl5",14,39,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261827071548022784
seattletimes,2020-05-17T00:39:43Z,"Workers at a state health department warehouse in Tumwater expected to receive a large shipment of nasal swabs to help expand coronavirus testing in Washington. Instead, they received hundreds of boxes packed with what appeared to be thousands of Q-tips. https://t.co/hrtU9acUN7",26,23,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261818645161934848
seattletimes,2020-05-17T00:04:11Z,Gov. Jay Inslee's office clarified that it will no longer require restaurants to take down names and contact information of every diner in order to reopen their dining rooms under Phase 2. https://t.co/rDZK7otK4s,11,22,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261809703249686537
seattletimes,2020-05-16T23:45:14Z,The U.S. Embassy found itself barraged with criticism Saturday after putting out a message on Twitter warning Guatemalans about the dangers of sending children as migrants to the United States. https://t.co/kzqzrSRrDd,5,5,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261804937425584132
seattletimes,2020-05-16T23:25:31Z,"A Port of Seattle police officer went viral with a video decrying outrageous enforcement of stay-at-home orders. But at least in Washington state, there's barely any sign it's being enforced at all, writes columnist Danny Westneat. https://t.co/kZx6HvXHOR",22,43,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261799975144521734
seattletimes,2020-05-16T23:03:42Z,Some recent studies show some people are letting spending become unhinged while in isolation. Financial columnist Chuck Jaffe offers a few steps so consumers and savers are ready for the “next normal.” https://t.co/aLRXp24NNH,2,5,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261794481382268930
seattletimes,2020-05-16T22:44:19Z,"People won’t be forced to participate in contact tracing and enforced quarantines are a rare measure used only by local health districts, Washington health officials said. https://t.co/1z3AcAqbcm",4,10,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261789604891557888
seattletimes,2020-05-16T22:26:50Z,"Alpine meadows, forested trails and refreshing pools occupy what once was a scrubby hillside covered in sagebrush, dry grasses and huge rock outcroppings. https://t.co/WiPS1yp53p",6,15,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261785206962507779
seattletimes,2020-05-16T22:09:30Z,"BREAKING: 1,000 people have now died from the coronavirus in Washington. Another 337 new cases have been confirmed, bringing total cases to 18,288, the state Department of Health says.

Live updates here: https://t.co/tVke7WeAtg",61,91,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261780845578371075
seattletimes,2020-05-16T22:01:22Z,"Former President Barack Obama on Saturday criticized some officials overseeing the coronavirus response, telling college graduates in an online commencement address that the pandemic shows many officials “aren’t even pretending to be in charge.” https://t.co/CAFlCMNCfV",18,59,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261778798640541696
seattletimes,2020-05-16T21:45:02Z,"A pilot has died and a passenger was injured in a plane crash on Alaska’s North Slope, authorities said. https://t.co/Vso4xKNXYE",1,2,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261774687643881478
seattletimes,2020-05-16T21:27:30Z,NEW: Foursomes of non-related golfers are now allowed to play together at Washington courses after Gov. Jay Inslee released new updates to the guidelines for reopening golf courses. https://t.co/y9oOCnaRHP,7,15,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261770273235361794
seattletimes,2020-05-16T21:11:11Z,"Fred Willard, the comedic actor whose improv style kept him relevant for more than 50 years in films like “This Is Spinal Tap,” “Best In Show” and “Anchorman,” has died. He was 86. https://t.co/4YnXGvjtjn",11,30,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261766168093822982
seattletimes,2020-05-16T21:00:09Z,What does a city without sports look like? Photographer @amandamsnyder captured the emptiness of life without sports in Seattle. https://t.co/2FxHFZXhii https://t.co/3dvdysu2xf,6,17,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261763392664211456
seattletimes,2020-05-16T20:43:48Z,"A day after Quinton Dunbar's lawyer said he had affidavits proving Dunbar's innocence, the new Seahawk surrendered to Florida police on four charges of armed robbery. https://t.co/dlh1j65Qgt",0,3,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261759276747558917
seattletimes,2020-05-16T20:33:47Z,"Mr. Roberts grew up in Portland, where he went to Parkrose High School. He played baseball at Willamette University in Salem and later got his master’s degree at Lewis &amp; Clark College in Portland. https://t.co/SWYaKFqBlT",4,8,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261756757011038209
seattletimes,2020-05-16T20:16:25Z,What used to be a tree fort and picnic table under a massive cedar in Maura Whelan's small Seward Park backyard is now a professional floral studio. https://t.co/IYpYCtDN1t,4,4,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261752386160377856
seattletimes,2020-05-16T19:59:58Z,Here's what travelers need to know about changes at Paine Field in Everett. https://t.co/B9mKc4wa7y,2,7,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261748246160039936
seattletimes,2020-05-16T19:46:36Z,"RT @SeaTimesSports: Sports have been put on pause for more than two months, leaving a void the size of an empty football field.

So what does a city without sports look like? @seattletimes photographer @amandamsnyder captured the emptiness of life without sports in Seattle. https://t.co/ovhBmma0z2 https://t.co/1niJlvJ7g7",13,0,,SeaTimesSports,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",TweetDeck,en,1261744883003318272
seattletimes,2020-05-16T19:43:08Z,"Should Jeff Bezos appear before the House Judiciary Committee, he would probably face questions about accusations that the company abuses its market power, as well its treatment of warehouse workers. https://t.co/gOl8j0lpjZ",10,33,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261744008348516352
seattletimes,2020-05-16T19:38:54Z,"Correction: She died Friday, not Saturday.",1,4,seattletimes,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",TweetDeck,en,1261742941904621569
seattletimes,2020-05-16T19:26:23Z,"BREAKING: Local filmmaker Lynn Shelton, whose naturalistic films of delicate human comedy included ""Your Sister's Sister,"" ""Humpday"" and ""Laggies,"" died Saturday at the age of 54, according to Variety. https://t.co/CIdcMiob87",22,78,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261739794910019584
seattletimes,2020-05-16T19:23:33Z,"A return to youth sports amid the coronavirus pandemic is fraught with questions, from the health of everyone who attends to the ethics of potentially putting children in harm’s way in the name of getting back to business. https://t.co/5NeV9Q5p8J",3,3,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261739082012602368
seattletimes,2020-05-16T19:05:22Z,"While other dissident Democrats criticized the $3 trillion Heroes Act as expensive and wasteful, Seattle's Rep. Pramila Jayapal argued it didn't go far enough to help distressed workers. https://t.co/3mQf2CrNHf",4,31,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261734505460781063
seattletimes,2020-05-16T18:48:27Z,"Just because you're among the most privileged in the world doesn't mean you can't be treated unfairly. But Blake Snell's comments won't help the players' case in the dispute over the 2020 MLB season, writes columnist @Matt_Calkins. https://t.co/0JarMCwdZS",0,5,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261730248141520902
seattletimes,2020-05-16T18:31:36Z,Some Americans who have already gone to work caution that those about to follow them should be prepared for added stress. https://t.co/NIXdlyaZI7,8,13,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261726006051835905
seattletimes,2020-05-16T18:15:49Z,"Many struggling homeowners who are delaying mortgage payments through so-called forbearance programs will get a new repayment option, allowing them to make missed payments when the home is sold or loan term is over, the Federal Housing Finance agency says https://t.co/pj4QzGyAlw",5,15,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261722035341983747
seattletimes,2020-05-16T17:58:17Z,"President Trump is firing State Department Inspector General Steve Linick, an Obama administration appointee who featured briefly in the Ukraine impeachment saga, according to a letter he sent to House Speaker Nancy Pelosi Friday. https://t.co/wMulcIHxZe",6,8,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261717623319953415
seattletimes,2020-05-16T17:42:22Z,"While reliance on public transit certainly is not the only reason lower-income groups and occupations are most at risk during the pandemic, it is a lens into deeper issues that have plagued the same communities for decades.

 https://t.co/f5iDzRylFi",9,12,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261713616337883136
seattletimes,2020-05-16T17:27:11Z,"As trawl fishing gets underway, the seafood industry is taking extra precautions, including quarantining crew members and testing, to keep crews healthy and to prevent the coronavirus from spreading. https://t.co/wnt9SsNBPB",4,7,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261709798229381121
seattletimes,2020-05-16T17:11:53Z,"Everyone's favorite hand sanitizer may have to stand trial for claiming it can stop you from getting sick. A trio of lawsuits has hit Purell's maker, Gojo Industries, since the WHO declared the coronavirus outbreak a public health emergency on Jan. 30. https://t.co/mezWeCQ8RI",4,17,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261705945916243970
seattletimes,2020-05-16T16:55:04Z,The Cold Connect service linking Washington and California growers to East Coast markets is closing because of dropping shipping rates and consumers moving away from fresh produce because of the coronavirus. https://t.co/ede9HnuQb4,3,6,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261701714727575554
seattletimes,2020-05-16T16:38:39Z,A fact sheet released on Friday said businesses could get forgiveness without rehiring all their employees if the layoffs occurred early on during the lockdowns. https://t.co/XWNTO4zhfE,8,7,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261697581077463040
seattletimes,2020-05-16T16:22:48Z,Some borrowers who took advantage of the relief lawmakers provided are now being told that they will have to wait before they can refinance or obtain a fresh mortgage to purchase a home. https://t.co/JZqQt4GTTb,6,4,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261693594878062592
seattletimes,2020-05-16T16:01:51Z,"How to switch browsers. Plus, how to get WordPad to behave, and where to find alternatives. Patrick Marshall answers your tech questions every week. https://t.co/WWKmOcvCXx",0,1,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261688321329283075
seattletimes,2020-05-16T15:42:31Z,"Workers at a state health department warehouse in Tumwater expected to receive a large shipment of nasal swabs to help expand coronavirus testing in Washington. Instead, they received hundreds of boxes  packed with what appeared to be thousands of Q-tips. https://t.co/4N5h7jjx3I",170,178,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261683454766440453
seattletimes,2020-05-16T15:30:26Z,Gov. Jay Inslee's office clarified that it will no longer require restaurants to take down names and contact information of every diner in order to reopen their dining rooms under Phase 2. https://t.co/fMuI52jFb1,9,18,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261680417096245248
seattletimes,2020-05-16T15:25:50Z,"Throughout Saturday, on this page, we’ll be posting updates from Seattle Times journalists and others on the pandemic and its effects on the Seattle area, the Pacific Northwest and the world.  https://t.co/93YWH4V5aM",2,8,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261679259153727489
seattletimes,2020-05-16T15:12:01Z,Rep. Matt Shea's decision not to seek reelection came as a surprise after he had for months defiantly refused calls from Republican and Democratic leaders to resign. https://t.co/oTNcdIXmVd,43,72,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261675779462660096
seattletimes,2020-05-16T14:48:46Z,"Without federal aid, local officials say, the $1.8 billion Washington State Convention Center expansion in Seattle could be out of money by the end of the year, putting 1,000 people out of work. https://t.co/bOP0iuReQi",8,17,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261669929486614528
seattletimes,2020-05-16T14:23:14Z,"Among the study's goals is figuring out why some people develop symptoms and others do not, and whether people can be infected again after recovering from COVID-19. https://t.co/UvfRDPkgMa",12,56,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261663503418626059
seattletimes,2020-05-16T13:13:20Z,"Paine Field will suspend passenger service for 10 weeks to conduct maintenance and repairs, the Everett airport’s passenger terminal operator announced late Friday. https://t.co/gvE8B50HMI",10,5,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261645913719812097
seattletimes,2020-05-16T09:54:32Z,"Alice Wu's ""Saving Face"" was a huge step for representation of queer Asian American relationships on the silver screen. The filmmaker is back with ""The Half of It"" on Netflix, which is set in the fictional Eastern Washington town of Squahamish. https://t.co/zVyw05cTZg",8,25,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261595883717693440
seattletimes,2020-05-16T06:30:05Z,"Fraudsters see opportunities to target us in these uncertain times. Here are their most popular schemes and how we can protect ourselves. The roundup includes tips on websites, calls, emails, texts and our homes (now offices). https://t.co/GVlzqoLOHB",9,8,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261544431435603970
seattletimes,2020-05-16T05:50:37Z,"RT @_katya_long: Lots and lots and lots of local real estate lawsuits, including one suit alleging the defendant is the grandson of Nixon advisor John D. Ehrlichman (true). https://t.co/gLRqFxip6l",3,0,,_katya_long,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",TweetDeck,en,1261534499755585537
seattletimes,2020-05-16T04:39:58Z,"People won’t be forced to participate in contact tracing and enforced quarantines are a rare measure used only by local health districts, Washington health officials said. https://t.co/i6Oqw5eF6t",6,14,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261516720516272128
seattletimes,2020-05-16T04:14:03Z,"With attendance at high school state events dwindling for decades, and costs increasing, the WIAA is looking at a few different ideas to change its state basketball tournament. https://t.co/zZBLvAprH8",2,4,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261510195626348545
seattletimes,2020-05-16T03:34:20Z,"Charlie Brown, a longtime morning DJ at KJR-AM and KUBE-FM in Seattle, died May 11 from complications related to Parkinson's disease. https://t.co/RW8EVrVp3M",19,26,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261500202126585856
seattletimes,2020-05-16T03:13:39Z,"Five-star 2021 Steilacoom High School wide receiver Emeka Egbuka announced his top four schools on Friday, and the in-state Washington Huskies made the cut. https://t.co/FVBl5OYrl9",2,11,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261494997867728896
seattletimes,2020-05-16T02:57:45Z,The U.S. Attorney’s Office in Seattle says it’s working with Washington state to “track down and prosecute” criminals stealing unemployment benefits. It also voiced concern that the state's security measures are inadequate. https://t.co/DVF6N2d1Nb,7,15,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261490998011662343
seattletimes,2020-05-16T02:50:06Z,"RT @_katya_long: In 2018, the Convention Center made a plan for how it would continue to fund its $1.8B expansion in the event of another Great Recession.
The current crisis is so much worse, developers say, that those steps don't go nearly far enough.
https://t.co/Y64SuFVJcZ",10,0,,_katya_long,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",TweetDeck,en,1261489072368873474
seattletimes,2020-05-16T02:29:48Z,"Oregon Department of Corrections officials said Friday the agency will eliminate the state’s death row area of incarceration.
https://t.co/RjdTA71hs4",3,15,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261483963039854592
seattletimes,2020-05-16T02:00:13Z,Rep. Matt Shea's decision not to seek reelection comes as a surprise after he had for months defiantly refused calls from Republican and Democratic leaders to resign. https://t.co/xgrKUXIblc,4,16,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261476519123222535
seattletimes,2020-05-16T01:40:19Z,"Farmworkers in Yakima walked out Thursday morning to protest their working conditions, calling for paid sick leave, hazard pay and protection from retaliation amid the COVID-19 pandemic.  https://t.co/q6DfViSiTq",206,584,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261471511124357127
seattletimes,2020-05-16T01:32:06Z,NEW: Gov. Jay Inslee's office released a clarification Friday night and stated that it will no longer require restaurants to take down names and contact information of every diner in order to reopen their dining rooms under Phase 2. https://t.co/MU9SDNbOnp,61,142,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261469439553187840
seattletimes,2020-05-16T01:24:44Z,"BREAKING: Paine Field to suspend passenger service from May 22 to July 31 for maintenance and repairs, the Everett airport’s passenger terminal operator announced late Friday. The announcement comes on top of Alaska Airlines cutting flights. https://t.co/YRaTqbhlge #aviation",20,14,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261467589370355712
seattletimes,2020-05-16T01:08:27Z,"The Sounders are in the process of receiving final approval from local government and health officials to resume voluntary, individualized workouts beginning next week. https://t.co/EkPHSxvCny",4,6,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261463490583244801
seattletimes,2020-05-16T00:53:14Z,"A Port of Seattle police officer went viral with a video decrying outrageous enforcement of stay-at-home orders. But at least in Washington state, there's barely any sign it's being enforced at all, writes columnist Danny Westneat. https://t.co/QkpAGdTtnj",24,62,,,"Local news, sports, business, politics, entertainment, travel, restaurants and opinion for Seattle and the Pacific Northwest. Subscribe here: https://t.co/sm48xeS8Ko",Echobox,en,1261459661477167104
